plant,split,extremeness,rank
9563,train,1.7549,0.2264
9564,train,2.4000,0.5850
9565,test,2.9080,0.8036
9566,train,2.0920,0.4108
9567,train,2.1638,0.4540
9568,train,1.2954,0.0625
9569,train,2.6523,0.7100
9570,train,1.4339,0.0991
9571,test,3.1385,0.8672
9572,test,4.9439,0.9947
9573,train,1.6205,0.1677
9574,train,1.9794,0.3464
9575,test,3.7512,0.9544
9576,test,2.7254,0.7392
9577,train,1.7297,0.2129
9578,train,2.1226,0.4282
9579,val,3.0109,0.8359
9580,train,1.8500,0.2774
9581,val,2.9825,0.8281
9582,train,2.3540,0.5603
9583,train,1.6492,0.1791
9584,train,2.9882,0.8299
9585,train,1.4142,0.0929
9586,test,2.0934,0.4118
9587,train,2.0764,0.4011
9588,train,1.4165,0.0933
9589,train,2.2820,0.5213
9590,train,1.6443,0.1772
9591,train,1.6691,0.1875
9592,val,1.6503,0.1795
9593,train,2.0168,0.3671
9594,test,2.4292,0.5992
9595,train,4.0944,0.9770
9596,train,1.8055,0.2524
9597,train,2.5664,0.6687
9598,train,1.2333,0.0486
9599,test,4.0338,0.9738
9600,val,2.3039,0.5332
9601,train,1.6933,0.1967
9602,val,2.9431,0.8145
9603,train,2.0913,0.4104
9604,train,1.9949,0.3548
9605,val,2.1271,0.4304
9606,train,2.2243,0.4903
9607,train,1.8436,0.2728
9608,train,1.9929,0.3542
9609,train,1.5277,0.1315
9610,val,2.7015,0.7304
9611,train,1.7821,0.2404
9612,test,2.3886,0.5782
9613,train,0.9981,0.0165
9614,train,2.0258,0.3727
9615,train,1.8543,0.2795
9616,train,2.3853,0.5761
9617,train,1.0841,0.0266
9618,val,2.6768,0.7198
9619,train,1.2756,0.0577
9620,val,2.9542,0.8182
9621,train,1.7379,0.2170
9622,test,2.7640,0.7541
9623,train,2.8516,0.7845
9624,test,2.2799,0.5203
9625,val,2.4928,0.6306
9626,val,3.9170,0.9677
9627,train,2.1645,0.4543
9628,train,2.2753,0.5177
9629,train,2.7855,0.7611
9630,train,1.7800,0.2395
9631,val,2.2462,0.5024
9632,test,2.4625,0.6154
9633,train,2.5006,0.6352
9634,val,2.2126,0.4833
9635,train,2.2492,0.5040
9636,train,1.9213,0.3158
9637,train,2.1837,0.4680
9638,train,2.0507,0.3869
9639,train,2.1362,0.4355
9640,train,2.5298,0.6485
9641,train,2.3501,0.5583
9642,train,2.7238,0.7386
9643,train,1.7784,0.2390
9644,train,2.0877,0.4084
9645,train,1.5514,0.1396
9646,train,2.0204,0.3694
9647,train,2.0174,0.3674
9648,train,2.3129,0.5388
9649,test,2.4636,0.6161
9650,val,2.1942,0.4735
9651,val,3.7731,0.9563
9652,train,1.8836,0.2957
9653,train,2.1581,0.4504
9654,train,1.6435,0.1765
9655,train,2.2307,0.4945
9656,train,2.4908,0.6298
9657,val,2.3112,0.5375
9658,test,2.5344,0.6516
9659,train,2.2395,0.4990
9660,train,2.3430,0.5542
9661,test,3.0302,0.8411
9662,val,2.7286,0.7408
9663,train,2.9198,0.8081
9664,val,3.1416,0.8680
9665,val,3.8682,0.9642
9666,train,4.5096,0.9891
9667,train,4.0653,0.9755
9668,val,3.3859,0.9139
9669,val,4.7751,0.9929
9670,train,2.6823,0.7221
9671,train,1.7959,0.2480
9672,train,1.2807,0.0590
9673,val,4.2411,0.9820
9674,test,4.0668,0.9757
9675,train,2.7181,0.7361
9676,val,2.0482,0.3854
9677,train,1.3845,0.0850
9678,train,2.7161,0.7354
9679,train,1.9242,0.3172
9680,train,1.0369,0.0211
9681,train,1.8223,0.2609
9682,train,3.4967,0.9287
9683,train,2.0227,0.3708
9684,train,2.6305,0.6998
9685,train,2.6767,0.7197
9686,test,1.8092,0.2542
9687,train,2.2858,0.5230
9688,train,1.0120,0.0181
9689,train,1.6205,0.1679
9690,val,3.2304,0.8875
9691,val,2.9795,0.8275
9692,train,1.1942,0.0422
9693,train,2.0432,0.3831
9694,train,1.4789,0.1137
9695,train,2.1254,0.4294
9696,train,4.1302,0.9783
9697,val,3.2401,0.8893
9698,test,3.0162,0.8373
9699,test,2.3318,0.5480
9700,train,1.9326,0.3214
9701,train,1.2654,0.0557
9702,train,1.8946,0.3009
9703,train,1.8276,0.2638
9704,val,3.5110,0.9304
9705,train,1.4570,0.1066
9706,train,3.1560,0.8717
9707,train,1.6322,0.1723
9708,train,1.9154,0.3117
9709,train,2.7936,0.7641
9710,train,2.3238,0.5441
9711,train,2.5596,0.6649
9712,train,2.3922,0.5805
9713,train,1.4368,0.1001
9714,train,2.7486,0.7478
9715,train,2.9981,0.8321
9716,train,2.8732,0.7913
9717,train,1.4247,0.0954
9718,train,1.9531,0.3322
9719,train,2.0297,0.3754
9720,train,2.0074,0.3616
9721,train,3.2823,0.8969
9722,train,1.5399,0.1351
9723,train,2.4813,0.6256
9724,train,1.8627,0.2839
9725,train,2.3342,0.5491
9726,train,2.1755,0.4633
9727,train,1.1172,0.0304
9728,val,2.1668,0.4564
9729,train,2.3345,0.5494
9730,val,3.1951,0.8807
9731,train,2.1025,0.4178
9732,train,2.6438,0.7059
9733,train,3.2023,0.8822
9734,train,3.1059,0.8610
9735,train,1.8192,0.2590
9736,train,1.7571,0.2276
9737,test,3.2671,0.8941
9738,train,3.6459,0.9449
9739,test,2.6352,0.7020
9740,train,2.3479,0.5569
9741,train,2.1870,0.4698
9742,train,2.9274,0.8104
9743,train,2.8288,0.7764
9744,train,1.4303,0.0979
9745,train,2.4170,0.5926
9746,train,1.5680,0.1462
9747,test,2.5047,0.6373
9748,val,2.5041,0.6369
9749,val,2.9907,0.8308
9750,train,1.5526,0.1400
9751,val,2.5904,0.6808
9752,test,3.5784,0.9385
9753,test,2.2238,0.4900
9754,test,3.1350,0.8661
9755,train,2.0964,0.4136
9756,test,3.5003,0.9293
9757,train,1.2265,0.0471
9758,val,2.7715,0.7567
9759,train,2.0422,0.3825
9760,train,2.7876,0.7623
9761,test,1.7697,0.2350
9762,train,1.8211,0.2606
9763,train,1.7877,0.2436
9764,test,2.5697,0.6708
9765,test,3.3102,0.9013
9766,val,3.1774,0.8768
9767,train,2.9719,0.8244
9768,test,3.7577,0.9550
9769,train,1.5698,0.1471
9770,train,1.5838,0.1525
9771,val,2.6958,0.7280
9772,test,4.9713,0.9951
9773,train,2.7675,0.7551
9774,val,2.4338,0.6015
9775,train,2.7636,0.7539
9776,val,2.5706,0.6712
9777,train,1.8798,0.2930
9778,train,3.0327,0.8417
9779,val,3.1305,0.8654
9780,train,1.0179,0.0187
9781,val,3.2312,0.8877
9782,train,1.0532,0.0231
9783,train,2.8660,0.7891
9784,train,3.0231,0.8387
9785,train,1.2670,0.0560
9786,train,1.7455,0.2209
9787,val,2.9007,0.8007
9788,train,1.6760,0.1895
9789,train,3.2417,0.8895
9790,train,1.3943,0.0874
9791,train,2.1936,0.4733
9792,test,5.1946,0.9968
9793,test,4.8050,0.9935
9794,train,1.8763,0.2905
9795,train,2.5314,0.6500
9796,train,1.8466,0.2748
9797,train,2.3137,0.5392
9798,test,2.5367,0.6532
9799,val,3.1354,0.8663
9800,val,3.2652,0.8938
9801,val,2.9256,0.8098
9802,test,2.5141,0.6418
9803,val,2.8910,0.7975
9804,train,1.6558,0.1821
9805,train,3.0455,0.8457
9806,val,2.3391,0.5520
9807,val,3.5621,0.9373
9808,train,2.4411,0.6057
9809,val,1.8153,0.2570
9810,val,1.8019,0.2510
9811,val,2.7918,0.7636
9812,test,2.4157,0.5918
9813,train,2.4785,0.6238
9814,test,3.3879,0.9146
9815,train,2.2965,0.5294
9816,val,3.2619,0.8924
9817,train,1.3361,0.0733
9818,train,2.1767,0.4640
9819,test,2.8511,0.7844
9820,train,1.2871,0.0607
9821,train,2.5686,0.6699
9822,train,2.5141,0.6419
9823,train,1.5432,0.1366
9824,train,1.9681,0.3408
9825,test,3.2177,0.8852
9826,train,1.6970,0.1979
9827,train,2.2655,0.5125
9828,train,2.4225,0.5960
9829,train,1.9750,0.3444
9830,train,2.6614,0.7138
9831,train,1.3905,0.0865
9832,train,2.3017,0.5316
9833,train,2.0652,0.3947
9834,train,1.5488,0.1385
9835,train,1.9874,0.3507
9836,val,2.4163,0.5920
9837,train,2.0154,0.3661
9838,val,2.9021,0.8015
9839,train,1.2870,0.0606
9840,test,3.4924,0.9281
9841,test,3.3604,0.9097
9842,train,2.5476,0.6582
9843,train,2.2656,0.5126
9844,train,1.5032,0.1213
9845,train,2.6425,0.7054
9846,train,2.1071,0.4201
9847,train,2.2550,0.5067
9848,val,2.6312,0.7003
9849,test,3.2706,0.8950
9850,train,1.6870,0.1941
9851,val,3.1689,0.8745
9852,train,1.0762,0.0257
9853,val,2.0195,0.3688
9854,train,1.6824,0.1919
9855,train,2.4318,0.6006
9856,train,2.2428,0.5010
9857,val,2.6320,0.7006
9858,train,1.4461,0.1032
9859,val,3.0127,0.8364
9860,train,1.4323,0.0987
9861,train,2.1361,0.4352
9862,test,2.2220,0.4890
9863,train,3.4560,0.9240
9864,train,2.0794,0.4036
9865,train,2.3123,0.5382
9866,train,2.2934,0.5274
9867,train,2.5014,0.6358
9868,train,2.2865,0.5236
9869,train,1.4932,0.1179
9870,train,2.7289,0.7409
9871,test,2.5119,0.6408
9872,train,1.5066,0.1225
9873,train,2.7020,0.7306
9874,train,2.4324,0.6008
9875,train,1.8776,0.2912
9876,train,1.0207,0.0191
9877,val,2.6186,0.6948
9878,test,3.6181,0.9427
9879,train,1.7683,0.2344
9880,train,2.0506,0.3868
9881,train,2.9668,0.8227
9882,val,4.3999,0.9867
9883,test,3.6441,0.9447
9884,test,2.9757,0.8254
9885,train,2.8262,0.7757
9886,test,4.6128,0.9907
9887,train,1.9648,0.3387
9888,train,1.2675,0.0561
9889,train,2.0381,0.3806
9890,train,0.3215,0.0000
9891,test,2.8565,0.7860
9892,train,2.4790,0.6239
9893,val,2.4779,0.6230
9894,train,2.2540,0.5060
9895,train,2.1464,0.4416
9896,train,1.2332,0.0485
9897,val,2.7207,0.7373
9898,val,2.7038,0.7315
9899,train,2.1795,0.4654
9900,train,2.0741,0.3997
9901,train,3.3974,0.9158
9902,train,3.4136,0.9174
9903,val,2.4382,0.6036
9904,val,2.1852,0.4688
9905,train,2.7832,0.7606
9906,train,1.4186,0.0938
9907,train,3.0567,0.8482
9908,train,1.5573,0.1415
9909,val,3.4701,0.9260
9910,train,2.0883,0.4088
9911,val,3.5490,0.9356
9912,train,3.0283,0.8405
9913,val,2.5341,0.6514
9914,train,1.9051,0.3062
9915,train,2.5724,0.6718
9916,test,3.6066,0.9415
9917,train,2.6178,0.6944
9918,train,1.7401,0.2176
9919,train,2.8547,0.7855
9920,train,1.6277,0.1707
9921,train,3.0770,0.8533
9922,train,2.0376,0.3803
9923,train,1.9809,0.3473
9924,train,1.9177,0.3134
9925,test,2.0205,0.3695
9926,train,2.6347,0.7018
9927,train,1.8673,0.2862
9928,train,2.0774,0.4021
9929,train,2.6108,0.6906
9930,val,1.5412,0.1357
9931,train,2.3026,0.5321
9932,val,2.5916,0.6815
9933,train,2.1396,0.4376
9934,train,2.5524,0.6606
9935,train,1.5892,0.1547
9936,test,2.9693,0.8235
9937,train,2.5770,0.6742
9938,train,1.5809,0.1510
9939,train,1.7416,0.2184
9940,test,2.6036,0.6875
9941,test,2.3807,0.5736
9942,train,2.1893,0.4712
9943,train,1.4862,0.1157
9944,train,3.1505,0.8704
9945,test,3.3253,0.9037
9946,train,1.7858,0.2425
9947,train,1.9426,0.3275
9948,train,2.9765,0.8259
9949,train,2.4126,0.5904
9950,train,2.2466,0.5026
9951,val,2.6321,0.7008
9952,train,1.8529,0.2790
9953,train,1.6250,0.1699
9954,train,2.1645,0.4542
9955,train,1.6839,0.1926
9956,val,3.9366,0.9688
9957,test,2.5420,0.6558
9958,train,3.3435,0.9069
9959,train,4.4156,0.9871
9960,train,1.8911,0.2995
9961,train,2.9613,0.8209
9962,val,2.8273,0.7760
9963,train,0.9645,0.0135
9964,train,0.8225,0.0055
9965,test,2.0653,0.3948
9966,test,1.9175,0.3132
9967,train,2.1432,0.4394
9968,val,4.4064,0.9869
9969,val,2.2825,0.5216
9970,train,1.7607,0.2301
9971,val,2.1409,0.4386
9972,train,1.8711,0.2877
9973,val,3.0960,0.8585
9974,train,2.2007,0.4774
9975,test,2.5246,0.6461
9976,val,4.1449,0.9793
9977,val,2.2498,0.5041
9978,train,2.2696,0.5144
9979,train,2.2727,0.5159
9980,train,1.4030,0.0895
9981,test,3.3726,0.9121
9982,train,1.8787,0.2919
9983,train,2.5889,0.6794
9984,train,1.8056,0.2525
9985,val,2.1542,0.4465
9986,train,2.8019,0.7665
9987,train,1.8629,0.2840
9988,train,1.5588,0.1422
9989,train,2.2975,0.5297
9990,test,3.4755,0.9265
9991,train,1.5985,0.1577
9992,val,2.7026,0.7308
9993,train,1.2442,0.0508
9994,train,2.3735,0.5693
9995,train,2.7828,0.7602
9996,train,1.6480,0.1786
9997,train,1.8836,0.2956
9998,train,2.4795,0.6242
9999,train,2.5884,0.6792
10000,train,0.5447,0.0004
10001,val,2.3062,0.5340
10002,train,1.9352,0.3233
10003,train,2.8328,0.7779
10004,train,2.3174,0.5410
10005,train,1.4125,0.0924
10006,train,1.3743,0.0831
10007,test,2.3472,0.5564
10008,train,1.3390,0.0739
10009,train,1.7060,0.2016
10010,train,1.8441,0.2730
10011,test,2.6336,0.7012
10012,train,1.2070,0.0442
10013,test,2.7477,0.7476
10014,train,2.5731,0.6722
10015,train,2.2085,0.4811
10016,val,3.4540,0.9236
10017,val,2.5410,0.6556
10018,train,2.7762,0.7583
10019,train,3.0521,0.8470
10020,test,2.6906,0.7259
10021,train,1.7491,0.2229
10022,train,2.0028,0.3596
10023,train,1.5386,0.1346
10024,train,2.8299,0.7769
10025,train,1.6793,0.1911
10026,train,1.9985,0.3570
10027,train,2.5383,0.6540
10028,train,2.4889,0.6290
10029,train,2.2258,0.4914
10030,train,2.0790,0.4034
10031,train,1.3838,0.0847
10032,train,1.8416,0.2717
10033,train,1.3461,0.0761
10034,train,1.5403,0.1352
10035,test,3.0124,0.8363
10036,test,2.8055,0.7679
10037,val,2.8271,0.7759
10038,train,2.6637,0.7146
10039,train,2.1650,0.4546
10040,test,2.8365,0.7787
10041,test,3.4005,0.9164
10042,train,2.1492,0.4434
10043,train,1.3001,0.0637
10044,train,1.2347,0.0489
10045,train,1.8736,0.2892
10046,train,1.6894,0.1954
10047,train,2.1960,0.4745
10048,test,2.8599,0.7869
10049,train,2.8214,0.7737
10050,test,2.2738,0.5167
10051,train,2.9294,0.8107
10052,train,2.9970,0.8318
10053,test,3.4098,0.9171
10054,train,2.5123,0.6411
10055,train,1.4613,0.1078
10056,test,2.5278,0.6476
10057,train,2.1280,0.4306
10058,train,1.7033,0.2000
10059,test,2.6974,0.7288
10060,train,2.2899,0.5256
10061,train,2.3225,0.5435
10062,train,3.0895,0.8563
10063,train,3.1409,0.8676
10064,train,2.1978,0.4759
10065,val,3.3047,0.9004
10066,train,4.6473,0.9912
10067,train,1.6442,0.1771
10068,train,2.3768,0.5717
10069,val,2.7404,0.7448
10070,train,2.4553,0.6120
10071,test,3.1369,0.8667
10072,train,1.9738,0.3439
10073,train,2.2962,0.5290
10074,train,1.8442,0.2732
10075,test,2.0849,0.4070
10076,train,1.9838,0.3488
10077,train,2.2484,0.5034
10078,train,1.7804,0.2398
10079,train,1.7084,0.2032
10080,test,3.1532,0.8709
10081,train,1.0401,0.0213
10082,test,2.4339,0.6016
10083,train,1.6626,0.1847
10084,train,1.5854,0.1535
10085,test,2.0788,0.4032
10086,train,2.3977,0.5832
10087,val,9.4385,1.0000
10088,test,3.0689,0.8512
10089,test,2.0756,0.4008
10090,train,0.8084,0.0045
10091,train,2.5991,0.6858
10092,train,2.4433,0.6076
10093,train,1.7529,0.2253
10094,train,1.2305,0.0480
10095,train,4.2480,0.9825
10096,val,2.9018,0.8012
10097,train,2.0022,0.3592
10098,train,3.4345,0.9207
10099,train,1.4592,0.1073
10100,train,0.9261,0.0105
10101,train,2.1284,0.4310
10102,val,3.4042,0.9167
10103,train,1.7418,0.2185
10104,train,2.4729,0.6203
10105,train,2.3012,0.5313
10106,test,2.8247,0.7751
10107,train,1.8681,0.2866
10108,train,1.7741,0.2369
10109,train,3.2360,0.8886
10110,train,1.9921,0.3536
10111,train,1.7981,0.2492
10112,val,1.9170,0.3130
10113,test,3.1536,0.8710
10114,train,2.3991,0.5844
10115,test,2.9971,0.8319
10116,train,1.8979,0.3029
10117,train,1.2139,0.0451
10118,train,2.7053,0.7320
10119,val,1.8825,0.2949
10120,train,1.0608,0.0241
10121,val,2.2110,0.4824
10122,train,2.3535,0.5600
10123,train,2.3584,0.5628
10124,train,1.9091,0.3085
10125,test,2.1358,0.4349
10126,train,1.7672,0.2339
10127,train,1.4695,0.1101
10128,train,1.9949,0.3550
10129,test,2.7149,0.7351
10130,val,1.9444,0.3282
10131,val,2.5879,0.6789
10132,train,2.3085,0.5358
10133,train,2.6833,0.7224
10134,train,1.7791,0.2392
10135,test,3.7094,0.9506
10136,test,3.0104,0.8357
10137,train,2.2338,0.4964
10138,train,1.6411,0.1754
10139,train,1.7428,0.2196
10140,train,2.7446,0.7465
10141,train,1.5554,0.1410
10142,train,2.9536,0.8179
10143,train,2.6163,0.6938
10144,train,1.9564,0.3343
10145,val,3.0873,0.8553
10146,val,3.5294,0.9330
10147,train,3.0892,0.8561
10148,train,1.6673,0.1866
10149,train,2.4405,0.6052
10150,train,2.2771,0.5187
10151,train,1.5608,0.1431
10152,val,3.0377,0.8433
10153,train,1.8911,0.2994
10154,test,2.8757,0.7921
10155,train,1.9362,0.3236
10156,train,1.8729,0.2885
10157,train,2.2780,0.5192
10158,train,2.1647,0.4544
10159,train,1.8754,0.2901
10160,train,2.5834,0.6762
10161,train,2.2719,0.5156
10162,train,1.8289,0.2644
10163,train,2.8804,0.7931
10164,test,3.1267,0.8648
10165,val,2.1049,0.4189
10166,train,3.0748,0.8525
10167,val,3.7227,0.9521
10168,train,1.3579,0.0788
10169,train,2.0767,0.4012
10170,test,2.5473,0.6581
10171,train,2.0824,0.4054
10172,train,1.2831,0.0597
10173,train,1.7652,0.2327
10174,train,2.1711,0.4598
10175,train,2.0330,0.3773
10176,val,2.4877,0.6284
10177,train,1.5526,0.1401
10178,train,0.7033,0.0021
10179,test,2.1364,0.4356
10180,test,2.7123,0.7340
10181,val,3.1379,0.8670
10182,train,1.3426,0.0749
10183,train,1.6227,0.1689
10184,val,3.9279,0.9684
10185,train,2.0635,0.3937
10186,train,2.0161,0.3666
10187,train,2.0609,0.3925
10188,train,1.6036,0.1598
10189,train,1.6612,0.1840
10190,train,2.4413,0.6060
10191,train,2.6805,0.7216
10192,train,1.6662,0.1863
10193,train,3.6728,0.9475
10194,train,2.4674,0.6175
10195,test,2.8066,0.7686
10196,train,1.7419,0.2187
10197,val,3.4076,0.9169
10198,train,2.9838,0.8287
10199,test,2.5754,0.6732
10200,train,1.5818,0.1515
10201,test,2.0308,0.3760
10202,train,3.1789,0.8772
10203,train,3.2420,0.8896
10204,train,1.1261,0.0317
10205,val,2.8216,0.7739
10206,test,2.6901,0.7256
10207,train,2.8938,0.7984
10208,train,1.2084,0.0443
10209,train,2.1703,0.4588
10210,train,0.6658,0.0015
10211,train,1.4205,0.0942
10212,val,4.0786,0.9764
10213,train,2.0926,0.4112
10214,train,0.9469,0.0123
10215,train,2.6293,0.6992
10216,train,1.6045,0.1601
10217,train,2.1551,0.4477
10218,train,2.0408,0.3819
10219,train,0.9679,0.0140
10220,test,3.0505,0.8467
10221,train,2.4447,0.6082
10222,val,4.8629,0.9941
10223,test,2.6373,0.7027
10224,train,1.1999,0.0433
10225,train,3.7852,0.9575
10226,val,1.7315,0.2139
10227,test,2.5176,0.6437
10228,test,3.0888,0.8559
10229,train,1.6439,0.1767
10230,train,2.9194,0.8078
10231,train,3.0854,0.8551
10232,test,3.8546,0.9632
10233,train,4.6239,0.9908
10234,train,2.2658,0.5128
10235,val,2.6972,0.7285
10236,train,1.4392,0.1012
10237,train,2.3971,0.5829
10238,train,1.2880,0.0609
10239,train,1.5408,0.1357
10240,test,3.1806,0.8775
10241,train,2.1456,0.4412
10242,val,2.9713,0.8243
10243,train,2.8209,0.7735
10244,train,1.2012,0.0436
10245,train,2.6378,0.7032
10246,val,3.8562,0.9633
10247,train,2.3666,0.5664
10248,train,1.6118,0.1637
10249,test,2.0258,0.3726
10250,test,2.6311,0.7002
10251,train,3.7341,0.9532
10252,train,2.4209,0.5950
10253,train,3.3380,0.9061
10254,val,2.6392,0.7038
10255,train,2.1267,0.4300
10256,train,2.2301,0.4940
10257,train,1.1974,0.0430
10258,train,1.6321,0.1723
10259,test,2.0178,0.3676
10260,train,1.5184,0.1282
10261,train,2.9620,0.8211
10262,train,2.4439,0.6076
10263,train,1.8054,0.2523
10264,train,1.7016,0.1993
10265,train,1.3169,0.0685
10266,val,2.6459,0.7074
10267,train,2.9407,0.8139
10268,train,2.1835,0.4676
10269,test,1.8432,0.2723
10270,test,4.1054,0.9774
10271,train,2.1331,0.4334
10272,val,2.3509,0.5588
10273,train,1.7632,0.2317
10274,train,2.5834,0.6763
10275,train,2.7262,0.7396
10276,train,2.9438,0.8147
10277,test,2.4983,0.6337
10278,test,3.8876,0.9655
10279,train,2.3983,0.5838
10280,train,1.7926,0.2463
10281,train,1.5490,0.1388
10282,test,2.3941,0.5813
10283,test,2.5909,0.6811
10284,test,3.8888,0.9657
10285,train,2.2059,0.4800
10286,train,2.4779,0.6231
10287,train,1.9874,0.3508
10288,val,2.1377,0.4364
10289,test,2.1713,0.4600
10290,test,3.1197,0.8636
10291,train,2.5985,0.6854
10292,train,0.8791,0.0080
10293,val,2.4850,0.6274
10294,train,2.9210,0.8085
10295,train,1.6224,0.1688
10296,test,3.0759,0.8528
10297,train,1.5873,0.1541
10298,test,2.7233,0.7382
10299,test,4.0180,0.9729
10300,train,1.9906,0.3526
10301,test,3.4622,0.9249
10302,val,1.7494,0.2232
10303,val,2.2815,0.5210
10304,train,1.2991,0.0636
10305,train,2.7392,0.7445
10306,train,2.5543,0.6618
10307,val,2.7834,0.7607
10308,test,2.9601,0.8203
10309,train,1.8821,0.2947
10310,val,1.9721,0.3428
10311,train,2.5925,0.6823
10312,val,3.5311,0.9332
10313,train,0.7256,0.0025
10314,train,1.9829,0.3481
10315,val,2.2033,0.4788
10316,train,2.3992,0.5846
10317,val,2.5743,0.6727
10318,train,1.5104,0.1245
10319,train,1.7333,0.2147
10320,train,1.2963,0.0627
10321,train,2.5526,0.6610
10322,val,2.6359,0.7022
10323,train,2.3525,0.5596
10324,train,3.7655,0.9553
10325,train,2.0255,0.3725
10326,val,2.3986,0.5842
10327,train,2.0774,0.4020
10328,train,2.2498,0.5042
10329,val,2.1438,0.4400
10330,train,1.6434,0.1764
10331,train,2.4941,0.6311
10332,train,2.7976,0.7657
10333,train,2.7561,0.7502
10334,test,2.5366,0.6531
10335,train,1.4000,0.0890
10336,train,2.4421,0.6066
10337,train,2.4212,0.5952
10338,train,2.0173,0.3674
10339,train,1.3260,0.0707
10340,train,1.1795,0.0406
10341,train,3.0995,0.8590
10342,val,2.7191,0.7367
10343,val,2.6688,0.7168
10344,train,1.9412,0.3264
10345,train,1.5995,0.1579
10346,train,1.5681,0.1464
10347,train,2.1281,0.4307
10348,train,1.8044,0.2518
10349,train,2.9341,0.8120
10350,train,1.6142,0.1648
10351,train,1.8322,0.2664
10352,test,2.8660,0.7890
10353,train,2.5174,0.6436
10354,train,1.6272,0.1706
10355,train,1.5026,0.1212
10356,train,2.4516,0.6103
10357,val,2.9331,0.8115
10358,test,2.9179,0.8072
10359,val,3.4561,0.9241
10360,train,1.4980,0.1199
10361,train,1.9178,0.3136
10362,train,2.5551,0.6623
10363,train,2.7376,0.7440
10364,train,1.9384,0.3249
10365,train,3.0687,0.8511
10366,train,1.9195,0.3147
10367,train,3.0016,0.8332
10368,train,1.9071,0.3070
10369,train,3.3632,0.9101
10370,train,1.5446,0.1371
10371,test,3.3495,0.9077
10372,train,1.7575,0.2279
10373,train,2.3278,0.5460
10374,train,1.9637,0.3379
10375,val,2.8148,0.7713
10376,test,2.5555,0.6625
10377,train,2.1163,0.4250
